Date,Account,Category,Amount,Type,Payee,Clear
1/13/2019,Chase Freedom Unlimited,Groceries,38.92,expense,Trader Joes,Yes
1/8/2019,Chase Freedom Unlimited,Groceries,38.92,expense,Trader Joes,Yes
12/3/2018,Chase Freedom Unlimited,Pets,38.9,expense,Petsmart,Yes
2/18/2018,Chase Freedom Unlimited,Groceries,38.52,expense,Grand Asia,Yes
7/20/2018,Chase Freedom Unlimited,Auto:Gas,38.49,expense,Circle K,Yes
12/16/2018,Chase Freedom Unlimited,Groceries,38.39,expense,Costco,Yes
7/28/2018,Chase Sapphire Reserve,Dining,37.69,expense,Tupelo Honey,Yes
5/18/2018,Chase Freedom Unlimited,Auto:Gas,37.57,expense,Aafes,Yes
12/5/2018,Chase Freedom Unlimited,Auto,37.36,expense,Hubert Vester,Yes
12/17/2018,Chase Freedom Unlimited,Groceries,37.18,expense,Whole Foods,Yes
12/24/2017,Chase Freedom Unlimited,Entertainment,37.02,expense,Sephora,Yes
11/29/2018,Chase Sapphire Reserve,Clothing,36.96,expense,Rebel,Yes
9/23/2018,Chase Freedom Unlimited,Charity,36.95,expense,Trails End,Yes
12/13/2018,Chase Freedom Unlimited,Groceries,36.83,expense,Costco,Yes
12/18/2018,Chase Sapphire Reserve,Dining,36.8,expense,Los Amigos,Yes
1/17/2018,Chase Freedom Unlimited,Auto:Gas,36.64,expense,Speedway,Yes
1/25/2019,Chase Freedom Unlimited,Auto:Gas,36.07,expense,Circle K,No
11/12/2018,Chase Freedom Unlimited,Auto,36,expense,Interpark,Yes
6/27/2018,Chase Freedom Unlimited,Auto,36,expense,NCDMV,Yes
1/25/2018,Chase Sapphire Reserve,Dining,36,expense,Grilled Ginger,Yes
6/28/2018,Chase Sapphire Reserve,Dining,35.91,expense,Which Wich,Yes
12/12/2018,Chase Freedom Unlimited,Auto:Gas,35.4,expense,Aafes,Yes
11/29/2018,Chase Sapphire Reserve,Entertainment,35.12,expense,Riverland,Yes
10/31/2018,Chase Freedom Unlimited,Bankcharge,35.11,expense,Consolidation,Yes
6/14/2018,Chase Sapphire Reserve,Dining,35.07,expense,What The Pho,Yes
12/21/2018,Chase Freedom Unlimited,Auto,35,expense,Rdu,Yes
8/9/2018,Active Duty Checking,Utilities,35,expense,Bentley,Yes
3/12/2018,Chase Freedom Unlimited,Entertainment,34.99,expense,Ubisoft,Yes
7/1/2018,Chase Sapphire Reserve,Dining,34.98,expense,Sawasdee,Yes
7/18/2018,Chase Freedom Unlimited,Entertainment,34.44,expense,Event Insurance,Yes
1/1/2019,Chase Freedom Unlimited,Pets,34.43,expense,Petco,Yes
6/22/2018,Chase Freedom Unlimited,Auto:Gas,34.37,expense,Shell,Yes
2/4/2018,Chase Freedom Unlimited,Pets,34.17,expense,Pet Supplies,Yes
8/15/2018,Chase Freedom Unlimited,Clothing,34.16,income,Amazon,Yes
8/30/2018,Chase Sapphire Reserve,Dining,34.02,expense,Morning Jump,Yes
4/10/2018,Chase Freedom Unlimited,Auto:Gas,34.02,expense,BP,Yes
1/14/2018,Chase Freedom Unlimited,Groceries,33.37,expense,Costco,Yes
9/20/2018,Chase Sapphire Reserve,Dining,33.24,expense,Mission BBQ,Yes
6/30/2018,Chase Freedom Unlimited,Groceries,33.21,expense,Costco,Yes
1/21/2019,Chase Freedom Unlimited,Groceries,33.2,expense,Trader Joes,No
1/21/2019,Chase Freedom Unlimited,Groceries,33.18,expense,Costco,No
5/7/2018,Chase Freedom Unlimited,Groceries,33.17,expense,Trader Joes,Yes
12/11/2018,Chase Freedom Unlimited,Entertainment,33.04,expense,Sephora,Yes
12/24/2018,Chase Freedom Unlimited,Home Repair,32.85,expense,Target,Yes
7/21/2018,Chase Sapphire Reserve,Dining,32.85,expense,Sushi Osawa,Yes
11/20/2018,Chase Sapphire Reserve,Dining,32.73,expense,La Rancherita,Yes
7/15/2018,Chase Sapphire Reserve,Dining,32.55,expense,Big Daddys,Yes
4/10/2018,Chase Freedom Unlimited,Auto:Gas,32.38,expense,Citgo,Yes
12/19/2018,Chase Freedom Unlimited,Groceries,32.37,expense,Safeway,Yes
1/5/2019,Chase Sapphire Reserve,Dining,32.3,expense,Orchid,Yes
1/19/2019,Chase Sapphire Reserve,Dining,32.09,expense,Orchid,No
1/18/2019,Chase Sapphire Reserve,Dining,32,expense,DAP House,No
10/19/2018,Chase Sapphire Reserve,Dining,32,expense,217 Brew Works,Yes
8/2/2018,Active Duty Checking,Gifts,32,expense,Pay Pal,Yes
7/21/2018,Chase Sapphire Reserve,Entertainment,32,expense,Nikolai Roof,Yes
7/16/2018,Chase Sapphire Reserve,Dining,32,expense,Thai Mon,Yes
4/10/2018,Chase Sapphire Reserve,Not Sure,32,expense,Luna Pizza,Yes
1/14/2018,Chase Sapphire Reserve,Dining,32,expense,Kate,Yes
1/25/2018,Chase Sapphire Reserve,Dining,31.98,expense,Lol,Yes
11/26/2018,Active Duty Checking,Travel,31.95,expense,Hamilton,Yes
8/10/2018,Chase Sapphire Reserve,Dining,31.84,expense,La Rancherita,Yes
12/26/2018,Chase Freedom Unlimited,Auto:Gas,31.75,expense,Marathon,Yes
4/28/2018,Chase Freedom Unlimited,Entertainment,31.64,expense,Exchange,Yes
12/8/2018,Chase Freedom Unlimited,Entertainment,31.59,expense,Amazon,Yes
11/29/2018,Chase Sapphire Reserve,Home Repair,31.28,expense,Target,Yes
3/4/2018,Chase Freedom Unlimited,Groceries,31.02,expense,Grand Asia,Yes
12/20/2018,Chase Sapphire Reserve,Dining,30.68,expense,Frontage,Yes
9/11/2018,Chase Freedom Unlimited,Auto:Gas,30.67,expense,Shell,Yes
3/4/2018,Chase Freedom Unlimited,Groceries,30.58,expense,Grand Asia,Yes
12/8/2018,Chase Freedom Unlimited,Dining,30.54,expense,Alamo Draft House,Yes
5/5/2018,Chase Sapphire Reserve,Dining,30.36,expense,Dennys,Yes
10/8/2018,Active Duty Checking,Home Repair,30,expense,Precision Care And Lawn,Yes
9/24/2018,Active Duty Checking,Home Repair,30,expense,Precision Care And Lawn,Yes
9/1/2018,Active Duty Checking,Gifts,30,income,Pay Pal,Yes
8/24/2018,Chase Sapphire Reserve,Dining,30,expense,Dickinson Avenue,Yes
7/8/2018,Chase Sapphire Reserve,Dining,30,expense,Midwood,Yes
1/20/2018,Chase Sapphire Reserve,Entertainment,30,expense,Bright Light Brewing,Yes
12/27/2017,Chase Freedom Unlimited,Entertainment,29.99,expense,Steam,Yes
12/21/2017,Chase Freedom Unlimited,Entertainment,29.99,expense,Steam,Yes
11/5/2018,Chase Sapphire Reserve,Dining,29.88,expense,Poki Burri,Yes
12/26/2018,Chase Freedom Unlimited,Home Repair,29.87,expense,Target,Yes
5/27/2018,Chase Sapphire Reserve,Dining,29.75,expense,La Rancherita,Yes
5/16/2018,Chase Sapphire Reserve,Dining,29.75,expense,Vietnamese Restaurant,Yes
3/3/2018,Chase Freedom Unlimited,Entertainment,29.72,expense,Amc,Yes
2/3/2018,Chase Sapphire Reserve,Dining,29.61,expense,Burger Fi,Yes
10/20/2018,Chase Sapphire Reserve,Dining,29.56,expense,Burger 21,Yes
4/4/2018,Chase Freedom Unlimited,Not Sure,29.49,income,Consolidation,No
5/27/2018,Chase Sapphire Reserve,Dining,29.48,expense,Papa Johns,Yes
3/3/2018,Chase Freedom Unlimited,Entertainment,29.45,expense,Amc,Yes
12/6/2018,Chase Freedom Unlimited,Groceries,29.42,expense,Harris Teeter,Yes
5/9/2018,Chase Freedom Unlimited,Groceries,29.29,expense,Harris Teeter,Yes
9/2/2018,Chase Sapphire Reserve,Dining,29,expense,Abc Cornershop,Yes
1/21/2019,Chase Freedom Unlimited,Auto:Gas,28.88,expense,Costco,No
3/23/2018,Chase Freedom Unlimited,Pets,28.8,expense,Petsmart,Yes
12/11/2017,Chase Freedom Unlimited,Entertainment,28.8,expense,Amazon,Yes
2/2/2018,Chase Freedom Unlimited,Groceries,28.76,expense,Grand Asia,Yes
1/21/2019,Chase Freedom Unlimited,Groceries,28.59,expense,Grand Asia,No
1/27/2018,Chase Freedom Unlimited,Entertainment,28.45,expense,Amc,Yes
12/24/2018,Chase Freedom Unlimited,Dining,28.4,expense,Alamo Draft House,Yes
9/1/2018,Chase Sapphire Reserve,Dining,28.4,expense,Poki Burri,Yes
7/29/2018,Chase Sapphire Reserve,Dining,28.36,expense,Alamo Draft House,Yes
3/27/2018,Chase Sapphire Reserve,Travel,28.27,expense,Uber,Yes
12/26/2017,Chase Sapphire Reserve,Dining,28.23,expense,Joe Shanghai,Yes
11/6/2018,Chase Sapphire Reserve,Dining,28.21,expense,What The Pho,Yes
7/18/2018,Chase Sapphire Reserve,Dining,28.15,expense,Poki Burri,Yes
4/21/2018,Chase Freedom Unlimited,Groceries,28.15,expense,Harris Teeter,Yes
2/2/2018,Chase Freedom Unlimited,Auto:Service,28.06,expense,Fred Anderson,Yes
1/9/2019,Chase Freedom Unlimited,Education,28,expense,The Economist,Yes
9/26/2018,Chase Freedom Unlimited,Education,28,expense,Econonist ,Yes
7/4/2018,Chase Freedom Unlimited,Education,28,expense,Econonist ,Yes
4/12/2018,Chase Freedom Unlimited,Education,28,expense,Econonist ,Yes
1/17/2018,Chase Freedom Unlimited,Education,28,expense,Econonist ,Yes
6/18/2018,Chase Freedom Unlimited,Groceries,27.85,expense,Grand Asia,Yes
3/17/2018,Chase Sapphire Reserve,Dining,27.62,expense,What The Pho,Yes
8/19/2018,Chase Freedom Unlimited,Groceries,27.55,expense,Harris Teeter,Yes
5/29/2018,Chase Freedom Unlimited,Groceries,27.48,expense,Harris Teeter,Yes
8/13/2018,Chase Sapphire Reserve,Dining,27.43,expense,Gusto,Yes
12/12/2018,Chase Freedom Unlimited,Entertainment,26.95,expense,Amazon,Yes
3/28/2018,Chase Sapphire Reserve,Dining,26.94,expense,A Taste In Africa,Yes
6/9/2018,Chase Freedom Unlimited,Groceries,26.86,expense,Trader Joes,Yes
12/13/2018,Chase Freedom Unlimited,Groceries,26.8,expense,Costco,Yes
9/2/2018,Chase Freedom Unlimited,Entertainment,26.76,expense,Steam,Yes
12/9/2018,Chase Freedom Unlimited,Pets,26.68,expense,Petsmart,Yes
12/23/2017,Chase Sapphire Reserve,Dining,26.41,expense,Shake Shack,Yes
6/13/2018,Active Duty Checking,Gifts,26.35,expense,Venmo,Yes
12/27/2018,Chase Sapphire Reserve,Dining,26.1,expense,What The Pho,Yes
6/23/2018,Chase Sapphire Reserve,Dining,26.07,expense,Dennys,Yes
9/21/2018,Chase Sapphire Reserve,Dining,26,expense,Best N Burger,Yes
12/22/2017,Chase Freedom Unlimited,Clothing,25.96,expense,Ulta,Yes
12/27/2018,Chase Freedom Unlimited,Entertainment,25.77,expense,Nintendo,Yes
11/26/2018,Chase Sapphire Reserve,Dining,25.69,expense,Marina,Yes
12/15/2017,Chase Freedom Unlimited,Groceries,25.6,expense,Target,Yes
3/26/2018,Chase Sapphire Reserve,Utilities:Telephone,25.56,expense,Vodashop,Yes
9/24/2018,Chase Sapphire Reserve,Dining,25.46,expense,What The Pho,Yes
1/21/2018,Chase Sapphire Reserve,Dining,25.46,expense,Moe,Yes
12/8/2018,Chase Freedom Unlimited,Groceries,25.44,expense,Costco,Yes
3/21/2018,Chase Sapphire Reserve,Dining,25.41,expense,What The Pho,Yes
7/19/2018,Chase Sapphire Reserve,Dining,25.38,expense,Morning Jump,Yes
4/7/2018,Chase Sapphire Reserve,Dining,25.21,expense,Cracker Barrel,Yes
10/8/2018,Chase Sapphire Reserve,Dining,25.08,expense,First Watch,Yes
1/8/2019,Chase Freedom Unlimited,Home Repair,25.05,expense,Target,Yes
1/3/2019,Chase Freedom Unlimited,Charity,25,expense,Crenshaw For Congress,Yes
12/29/2018,Chase Freedom Unlimited,Entertainment,25,expense,Shadrack ,Yes
8/10/2018,Chase Sapphire Reserve,Entertainment,25,expense,Brew Works,Yes
8/9/2018,Chase Freedom Unlimited,Entertainment,25,expense,Mwr,Yes
8/5/2018,Chase Sapphire Reserve,Dining,25,expense,Papa Johns,Yes
2/24/2018,Chase Sapphire Reserve,Dining,25,expense,Izumi,Yes
12/24/2017,Chase Freedom Unlimited,Clothing,25,expense,The North Face,Yes
2/3/2018,Chase Freedom Unlimited,Groceries,24.93,expense,Trader Joes,Yes
1/2/2019,Chase Sapphire Reserve,Dining,24.9,expense,Poki Burri,Yes
6/24/2018,Chase Freedom Unlimited,Entertainment,24.67,income,Steam,Yes
1/3/2019,Chase Freedom Unlimited,Entertainment,24.55,expense,Amazon,Yes
12/1/2018,Chase Sapphire Reserve,Dining,24.51,expense,PI Nobbies Centre,Yes
10/24/2018,Chase Freedom Unlimited,Entertainment,24.49,expense,Amazon,Yes
3/17/2018,Chase Sapphire Reserve,Dining,24.34,expense,Best N Burger,Yes
3/17/2018,Chase Freedom Unlimited,Auto:Gas,24.33,expense,Speedway,Yes
8/12/2018,Chase Freedom Unlimited,Groceries,24.28,expense,Trader Joes,Yes
11/27/2018,Chase Sapphire Reserve,Groceries,24.14,expense,Trader Pete,Yes
2/12/2018,Chase Sapphire Reserve,Dining,24.14,expense,Papa Johns,Yes
12/16/2018,Chase Freedom Unlimited,Groceries,24.05,expense,Grand Asia,Yes
12/16/2018,Chase Freedom Unlimited,Groceries,24.05,expense,Grand Asia,Yes
8/24/2018,Chase Sapphire Reserve,Dining,24.03,expense,Which Wich,Yes
12/9/2018,Chase Freedom Unlimited,Clothing,24,expense,Great Clips,Yes
10/8/2018,Chase Freedom Unlimited,Clothing,24,expense,Sports Clips,Yes
7/9/2018,Chase Freedom Unlimited,Clothing,24,expense,Sports Clips,Yes
6/6/2018,Chase Freedom Unlimited,Clothing,24,expense,Sports Clips,Yes
5/25/2018,Chase Sapphire Reserve,Dining,24,expense,Teppanyaki Grill,Yes
5/14/2018,Chase Freedom Unlimited,Clothing,24,expense,Sports Clips,Yes
8/23/2018,Chase Freedom Unlimited,Clothing,23.99,expense,Amazon,Yes
8/15/2018,Chase Freedom Unlimited,Entertainment,23.99,expense,Steam,Yes
8/13/2018,Chase Freedom Unlimited,Entertainment,23.99,expense,Steam,Yes
12/16/2018,Chase Freedom Unlimited,Groceries,23.94,expense,Costco,Yes
3/16/2018,Chase Freedom Unlimited,Groceries,23.89,expense,Walmart,Yes
12/2/2018,Chase Sapphire Reserve,Groceries,23.79,expense,H Mart,Yes
1/7/2018,Chase Freedom Unlimited,Groceries,23.75,expense,Trader Joes,Yes
5/31/2018,Chase Sapphire Reserve,Dining,23.7,expense,What The Pho,Yes
12/24/2017,Chase Freedom Unlimited,Entertainment,23.69,expense,Minus 5,Yes
9/17/2018,Chase Freedom Unlimited,Groceries,23.66,expense,Trader Joes,Yes
3/28/2018,Chase Sapphire Reserve,Utilities:Telephone,23.65,expense,Colchester,Yes
1/14/2018,Chase Freedom Unlimited,Entertainment,23.35,expense,Amc,Yes
1/6/2018,Chase Freedom Unlimited,Entertainment,23.35,expense,Amc,Yes
3/18/2018,Chase Freedom Unlimited,Groceries,23.27,expense,Trader Joes,Yes
3/14/2018,Chase Freedom Unlimited,Entertainment,23.1,expense,Exchange,Yes
5/19/2018,Chase Sapphire Reserve,Dining,23.02,expense,Smithfield,Yes
1/12/2019,Chase Sapphire Reserve,Dining,22.95,expense,Pinos Pizza,Yes
12/6/2018,Chase Sapphire Reserve,Dining,22.87,expense,What The Pho,Yes
7/22/2018,Chase Sapphire Reserve,Dining,22.87,expense,GU Dumplings,Yes
5/27/2018,Chase Freedom Unlimited,Pets,22.79,expense,Petsmart,Yes
7/29/2018,Chase Sapphire Reserve,Dining,22.73,expense,Pokego,Yes
9/21/2018,Active Duty Checking,Cash,22.7,income,ATM,Yes
6/4/2018,Chase Sapphire Reserve,Dining,22.7,expense,Best N Burger,Yes
9/19/2018,Chase Freedom Unlimited,Groceries,22.66,expense,Harris Teeter,Yes
2/16/2018,Chase Sapphire Reserve,Dining,22.66,expense,Orchid,Yes
6/8/2018,Chase Freedom Unlimited,Auto:Gas,22.54,expense,Circle K,Yes
9/19/2018,Chase Freedom Unlimited,Groceries,22.45,expense,Grand Asia,Yes
7/1/2018,Chase Freedom Unlimited,Groceries,22.41,expense,Costco,Yes
10/17/2018,Chase Sapphire Reserve,Dining,22.32,expense,Nona Sushi,Yes
3/16/2018,Chase Freedom Unlimited,Groceries,22.29,expense,Walmart,Yes
6/14/2018,Chase Freedom Unlimited,Auto:Gas,22.27,expense,Circle K,Yes
8/27/2018,Chase Freedom Unlimited,Groceries,22.25,expense,Trader Joes,Yes
12/1/2018,Chase Sapphire Reserve,Dining,22.19,expense,Sticky Rocks,Yes
12/21/2018,Chase Freedom Unlimited,Groceries,22.18,expense,Harris Teeter,Yes
12/3/2018,Chase Freedom Unlimited,Home Repair,22.13,expense,Target,Yes
1/18/2019,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
12/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
11/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
10/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
9/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
8/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
7/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
6/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
5/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
4/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
3/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
2/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
1/18/2018,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
12/18/2017,Active Duty Checking,Health & Fitness,22.06,expense,Planet Fitness,Yes
12/29/2017,Chase Freedom Unlimited,Home Repair,22.05,expense,Lowe,Yes
10/20/2018,Chase Sapphire Reserve,Dining,22.01,expense,Cracker Barrel,Yes
7/1/2018,Chase Sapphire Reserve,Dining,22,expense,Alamo Draft House,Yes
12/29/2017,Chase Freedom Unlimited,Groceries,21.98,expense,Walmart,Yes
9/1/2018,Chase Sapphire Reserve,Dining,21.9,expense,Poki Burri,Yes
11/16/2018,Chase Freedom Unlimited,Entertainment,21.85,expense,Amc,Yes
5/20/2018,Chase Freedom Unlimited,Entertainment,21.85,expense,Amc,Yes
4/16/2018,Chase Sapphire Reserve,Dining,21.65,expense,Best N Burger,Yes
10/5/2018,Chase Sapphire Reserve,Dining,21.63,expense,Mona Peta,Yes
7/7/2018,Chase Sapphire Reserve,Groceries,21.63,expense,H Mart,Yes
7/9/2018,Chase Freedom Unlimited,Groceries,21.54,expense,Costco,Yes
3/26/2018,Chase Sapphire Reserve,Travel,21.47,expense,Uber,Yes
9/11/2018,Chase Freedom Unlimited,Groceries,21.42,expense,Walmart,Yes
11/11/2018,Chase Freedom Unlimited,Pets,21.4,expense,Rover,Yes
12/29/2018,Chase Freedom Unlimited,Clothing,21.39,expense,As Seen On Tv,Yes
10/31/2018,Chase Sapphire Reserve,Dining,21.36,expense,Zoes Kitchen,Yes
6/24/2018,Chase Sapphire Reserve,Dining,21.34,expense,Bojangles,Yes
6/21/2018,Chase Sapphire Reserve,Dining,21.34,expense,Papa Johns,Yes
12/7/2017,Chase Freedom Unlimited,Clothing,21.34,expense,Target,Yes
12/2/2017,Chase Sapphire Reserve,Dining,21.28,expense,The Morning Jump,Yes
5/24/2018,Chase Sapphire Reserve,Dining,21.24,expense,What The Pho,Yes
7/29/2018,Chase Sapphire Reserve,Dining,21.22,expense,Alamo Draft House,Yes
4/2/2018,Active Duty Checking,Cash,21.21,expense,ATM,Yes
11/15/2018,Chase Sapphire Reserve,Dining,21.17,expense,The Westin,Yes
5/1/2018,Chase Sapphire Reserve,Dining,21.03,expense,What The Pho,Yes
2/19/2018,Chase Sapphire Reserve,Dining,21.03,expense,What The Pho,Yes
11/13/2018,Chase Freedom Unlimited,Clothing,21,expense,Sports Clips,Yes
6/4/2018,Chase Freedom Unlimited,Home Repair,21,expense,Target,Yes
2/25/2018,Chase Sapphire Reserve,Dining,20.9,expense,Mellow Mushroom,Yes
1/24/2019,Chase Sapphire Reserve,Entertainment,20.76,expense,Amazon,No
7/28/2018,Chase Freedom Unlimited,Groceries,20.71,expense,Grand Asia,Yes
7/28/2018,Chase Sapphire Reserve,Dining,20.7,expense,La Rancherita,Yes
3/27/2018,Chase Sapphire Reserve,Entertainment,20.69,expense,Kragga Kamma,Yes
2/1/2018,Chase Sapphire Reserve,Dining,20.68,expense,Taco Bell,Yes
3/26/2018,Chase Sapphire Reserve,Travel,20.44,expense,Uber,Yes
12/12/2018,Chase Sapphire Reserve,Dining,20.29,expense,Zoes Kitchen,Yes
1/26/2018,Chase Freedom Unlimited,Auto:Gas,20.26,expense,Circle K,Yes
6/22/2018,Chase Freedom Unlimited,Groceries,20.25,expense,Harris Teeter,Yes
5/26/2018,Chase Freedom Unlimited,Entertainment,20.25,expense,Frankie,Yes
3/27/2018,Chase Sapphire Reserve,Dining,20.23,expense,Blue Waters,Yes
7/22/2018,Chase Sapphire Reserve,Dining,20.21,expense,Momonoki,Yes
10/27/2018,Chase Freedom Unlimited,Clothing,20.2,expense,Sports Clips,Yes
9/1/2018,Chase Freedom Unlimited,Clothing,20.2,expense,Sports Clips,Yes
8/13/2018,Chase Freedom Unlimited,Clothing,20.2,expense,Sports Clips,Yes
4/18/2018,Chase Freedom Unlimited,Clothing,20.2,expense,Sports Clips,Yes
1/14/2018,Chase Freedom Unlimited,Entertainment,20.18,expense,Islander Kwik Mart,Yes
6/23/2018,Chase Freedom Unlimited,Entertainment,20.15,expense,Steam,Yes
8/2/2018,Chase Sapphire Reserve,Dining,20.13,expense,Morning Jump,Yes
12/26/2017,Chase Sapphire Reserve,Dining,20.05,expense,Don Antonio,Yes
9/19/2018,Chase Freedom Unlimited,Groceries,20.04,expense,Grand Asia,Yes
12/19/2018,Chase Freedom Unlimited,Auto,20,expense,Vail Village,Yes
11/16/2018,Chase Freedom Unlimited,Auto,20,expense,Nc Quickpass,Yes
11/5/2018,Chase Freedom Unlimited,Auto,20,expense,Nc Quickpass,Yes
7/19/2018,Chase Freedom Unlimited,Dining,20,expense,Ecu,Yes
6/24/2018,Chase Freedom Unlimited,Clothing,20,expense,Great Clips,Yes
6/10/2018,Chase Sapphire Reserve,Dining,20,expense,Taqueria,Yes
5/6/2018,Chase Sapphire Reserve,Dining,20,expense,La Rancherita,Yes
3/19/2018,Chase Freedom Unlimited,Auto:Registration,20,expense,AAA,Yes
2/4/2018,Chase Freedom Unlimited,Auto,20,expense,Nc Quickpass,Yes
9/26/2018,Chase Freedom Unlimited,Education,19.99,expense,Udemy,Yes
9/18/2018,Chase Freedom Unlimited,Education,19.99,expense,Chegg,Yes
2/14/2018,Chase Sapphire Reserve,Dining,19.96,expense,Exchange,Yes
1/16/2018,Chase Freedom Unlimited,Education,19.92,expense,Chegg,Yes
12/28/2018,Chase Sapphire Reserve,Dining,19.87,expense,Papa Johns,Yes
10/17/2018,Chase Sapphire Reserve,Dining,19.87,expense,Papa Johns,Yes
4/21/2018,Chase Sapphire Reserve,Dining,19.87,expense,Papa Johns,Yes
4/7/2018,Chase Sapphire Reserve,Dining,19.87,expense,Papa Johns,Yes
6/20/2018,Chase Freedom Unlimited,Entertainment,19.79,expense,Steam,Yes
7/13/2018,Chase Freedom Unlimited,Groceries,19.77,expense,Food Lion,Yes
5/16/2018,Chase Sapphire Reserve,Dining,19.75,expense,What The Pho,Yes
6/16/2018,Chase Freedom Unlimited,Entertainment,19.26,expense,Black Ops,Yes
12/17/2018,Chase Sapphire Reserve,Dining,19.25,expense,Pho Bay,Yes
12/11/2018,Chase Freedom Unlimited,Entertainment,19.2,expense,Origin,Yes
6/15/2018,Chase Freedom Unlimited,Groceries,19.2,expense,Harris Teeter,Yes
2/25/2018,Chase Sapphire Reserve,Dining,19.17,expense,Nacho Mama,Yes
12/15/2017,Chase Freedom Unlimited,Entertainment,19.16,expense,Ross,Yes
3/28/2018,Chase Sapphire Reserve,Dining,19.14,expense,Steers,Yes
2/2/2018,Chase Sapphire Reserve,Dining,19.01,expense,Morning Jump,Yes
11/9/2018,Chase Sapphire Reserve,Dining,19,expense,Greenville Ale House,Yes
10/26/2018,Chase Sapphire Reserve,Dining,19,expense,Best N Burger,Yes
10/11/2018,Chase Sapphire Reserve,Dining,19,expense,Iron Mike,Yes
9/28/2018,Chase Sapphire Reserve,Dining,19,expense,Iron Mike,Yes
3/31/2018,Chase Sapphire Reserve,Groceries,19,expense,Checkers,Yes
3/16/2018,Chase Freedom Unlimited,Clothing,19,expense,Sports Clips,Yes
4/20/2018,Active Duty Checking,Cash,18.85,income,ATM,Yes
1/6/2018,Chase Sapphire Reserve,Dining,18.73,expense,Best N Burger,Yes
12/17/2017,Chase Freedom Unlimited,Gifts,18.64,expense,Durham,Yes
2/3/2018,Chase Freedom Unlimited,Groceries,18.62,expense,Trader Joes,Yes
10/3/2018,Chase Sapphire Reserve,Dining,18.56,expense,Smithfield,Yes
9/2/2018,Chase Sapphire Reserve,Dining,18.56,expense,Smithfield,Yes
9/2/2018,Chase Sapphire Reserve,Dining,18.56,expense,Smithfield,Yes
11/8/2018,Chase Sapphire Reserve,Dining,18.54,expense,Best N Burger,Yes
3/27/2018,Chase Sapphire Reserve,Dining,18.49,expense,Roccellas,Yes
3/4/2018,Chase Freedom Unlimited,Groceries,18.49,expense,Grand Asia,Yes
12/3/2017,Chase Freedom Unlimited,Groceries,18.41,expense,Aldi,Yes
3/23/2018,Chase Freedom Unlimited,Pets,18.39,expense,Petsmart,Yes
7/7/2018,Chase Freedom Unlimited,Groceries,18.28,expense,H Mart,Yes
8/3/2018,Chase Sapphire Reserve,Dining,18.27,expense,Best N Burger,Yes
7/1/2018,Chase Freedom Unlimited,Dining,18.24,expense,Alamo Draft House,Yes
6/11/2018,Chase Sapphire Reserve,Dining,18.13,expense,Smithfield,Yes
12/10/2018,Chase Freedom Unlimited,Entertainment,18.08,expense,Nintendo,Yes
1/24/2019,Chase Freedom Unlimited,Charity,18,expense,Autism Speaks,No
10/8/2018,Chase Freedom Unlimited,Auto,18,expense,Rdu,Yes
9/22/2018,Chase Freedom Unlimited,Clothing,18,expense,Great Clips,Yes
6/23/2018,Chase Sapphire Reserve,Entertainment,18,expense,House Of Hops,Yes
1/21/2018,Chase Freedom Unlimited,Clothing,18,expense,Great Clips,Yes
12/29/2017,Chase Freedom Unlimited,Clothing,18,expense,Great Clips,Yes
12/31/2018,Shared Savings,Bonus,17.89,income,Dividend,Yes
11/18/2018,Shared Savings,Bonus,17.81,income,Dividend,Yes
10/19/2018,Chase Freedom Unlimited,Groceries,17.77,expense,Trader Joes,Yes
9/29/2018,Chase Sapphire Reserve,Dining,17.75,expense,Papa Johns,Yes
12/25/2017,Chase Sapphire Reserve,Dining,17.7,expense,Xian Famous Foods,Yes
1/1/2019,Chase Sapphire Reserve,Dining,17.59,expense,Panda Express,Yes
11/14/2018,Chase Sapphire Reserve,Travel,17.49,expense,Uber,Yes
11/18/2018,Chase Freedom Unlimited,Groceries,17.38,expense,Lidl,Yes
1/4/2019,Active Duty Checking,,17.37,transfer,,Yes
12/27/2018,AMEX Platinum,Travel,17.37,expense,Enterprise,No
8/11/2018,Chase Freedom Unlimited,Pets,17.32,expense,Petsmart,Yes
11/30/2018,Shared Savings,Bonus,17.31,income,Dividend,Yes
12/3/2017,Chase Freedom Unlimited,Groceries,17.26,expense,Stevens Creek Wine,Yes
