,purch_amt,gender,card_on_file,age,days_since_last_purch,loyalty
56989,87,female,yes,26,44,1
56990,42.67,female,yes,14,48,0
56991,26.39,female,yes,25,58,0
56992,50.97,male,no,18,70,0
56993,25.97,female,yes,21,50,0
56994,18.55,female,no,38,64,0
56995,57.3,male,no,30,59,0
56996,51.86,female,yes,47,63,0
56997,15.07,male,yes,36,42,1
56998,35.26,male,yes,21,49,0
56999,56.84,male,yes,40,64,0
57000,41.4,female,no,21,63,0
57001,5.66,male,no,18,64,0
57002,11.97,female,no,21,76,0
57003,34.17,female,yes,25,50,1
57004,46.57,male,yes,40,44,0
57005,37.31,female,yes,37,60,0
57006,57.52,female,yes,28,57,0
57007,24.09,female,yes,33,47,0
57008,68.51,female,no,15,47,0
57009,49.02,male,no,17,76,0
57010,29.68,female,yes,29,81,0
57011,56.15,male,yes,25,85,0
57012,54.34,male,no,26,87,0
57013,43.87,female,yes,26,57,0
57014,61.56,male,no,38,53,0
57015,48.55,male,no,26,78,0
57016,31.95,female,yes,36,58,0
57017,69.14,male,yes,32,40,0
57018,-13.8,male,no,19,44,0
57019,70.21,male,yes,27,60,0
57020,101.64,male,no,31,28,1
57021,45.12,female,yes,16,59,0
57022,38.55,female,yes,34,78,0
57023,35.76,male,yes,30,31,0
57024,21.14,female,no,30,64,0
57025,31.51,male,yes,28,63,0
57026,42.81,male,yes,5,78,0
57027,42.73,male,no,26,90,0
57028,78.53,female,no,32,40,1
57029,54.38,male,no,36,52,1
57030,22.23,female,yes,29,69,0
57031,43.35,male,no,11,58,0
57032,53.75,male,yes,25,58,0
57033,28.43,female,yes,24,75,0
57034,23.12,male,yes,38,54,0
57035,68.04,male,no,23,65,0
57036,46.69,female,no,24,56,0
57037,32.34,male,yes,32,58,0
57038,59.73,male,yes,25,57,0
57039,23.3,male,yes,35,86,0
57040,21.44,female,yes,26,36,1
57041,52.6,male,yes,23,52,0
57042,72.85,female,no,30,52,0
57043,118.93,male,yes,37,30,1
57044,44.59,female,yes,16,45,0
57045,54.82,female,no,36,61,0
57046,20.97,female,no,47,65,0
57047,57.44,male,no,27,55,0
57048,20.53,female,no,41,52,0
57049,19.79,male,no,25,42,0
57050,38.46,female,yes,40,46,0
57051,23.41,male,yes,19,72,0
57052,55.01,female,yes,32,38,0
57053,57.53,male,yes,20,67,0
57054,33.36,male,yes,23,58,0
57055,47.56,male,no,20,36,0
57056,64.05,male,yes,38,87,0
57057,38.14,male,no,9,69,0
57058,33.22,male,no,14,70,0
57059,42.08,female,no,30,52,1
57060,81.09,female,no,23,86,0
57061,71.69,female,yes,15,66,0
57062,29.85,female,no,22,23,1
57063,50.38,female,yes,22,33,1
57064,34.83,male,no,33,29,0
57065,40.46,female,no,38,100,0
57066,41.57,female,yes,36,46,0
57067,44.05,female,no,31,46,1
57068,29.11,male,no,23,74,0
57069,52.13,female,yes,12,48,0
57070,37.32,female,yes,23,63,0
57071,54.39,male,no,27,75,0
57072,45.23,male,no,28,70,0
57073,59.11,female,yes,29,62,0
57074,42.31,female,yes,32,55,0
57075,29.34,male,yes,39,45,0
57076,6.93,female,no,25,77,0
57077,66.92,male,no,27,17,1
57078,41.11,male,yes,25,46,1
57079,35.65,female,no,42,27,1
57080,58.45,male,yes,38,55,0
57081,50.74,male,yes,28,63,0
57082,42.35,female,yes,37,80,0
57083,15.29,male,no,32,47,0
57084,59.47,male,no,22,68,0
57085,56.92,female,yes,14,31,0
57086,61.5,male,no,26,41,0
57087,51.11,female,no,18,82,0
57088,44.05,female,no,33,76,0
57089,10.07,male,yes,37,62,0
57090,47.27,female,no,18,64,0
57091,4.68,female,yes,25,37,1
57092,51.63,female,yes,28,35,1
57093,9.81,male,yes,39,43,0
57094,39.07,male,yes,32,59,0
57095,67.39,female,no,39,63,0
57096,33.19,female,yes,37,66,0
57097,68.66,female,no,13,78,0
57098,53.86,male,no,22,39,0
57099,44.61,female,yes,21,47,0
57100,48.74,male,yes,46,36,0
57101,0.51,male,yes,49,47,1
57102,59.53,male,yes,24,64,0
57103,22.48,female,no,13,39,0
57104,55.04,female,yes,33,41,1
57105,72.04,female,no,16,47,1
57106,24.99,male,yes,30,88,0
57107,45.55,female,yes,43,44,1
57108,44.38,male,yes,25,64,0
57109,72.43,female,no,19,86,0
57110,56.32,female,yes,25,52,0
57111,52.42,female,no,31,64,0
57112,48.3,female,yes,23,58,0
57113,61.94,female,no,30,77,0
57114,64.15,male,no,30,68,0
57115,69.84,male,yes,25,67,0
57116,69.68,female,no,11,53,0
57117,88.52,male,yes,32,50,0
57118,29.21,male,no,42,52,0
57119,76.69,male,yes,29,56,0
57120,27.1,male,yes,40,60,0
57121,56.8,male,no,32,58,0
57122,8.61,male,yes,14,55,0
57123,33.5,male,yes,18,70,0
57124,31.55,female,yes,18,56,0
57125,-0.86,female,no,43,36,1
57126,31.25,male,no,14,52,0
57127,30.56,male,yes,37,95,0
57128,21.19,female,yes,25,82,0
57129,46,male,no,9,65,0
57130,60.32,male,no,31,29,1
57131,77.66,male,no,29,62,0
57132,7.64,male,yes,31,68,0
57133,71.09,male,no,21,59,0
57134,72.04,female,no,31,21,1
57135,81.75,male,no,46,50,1
57136,47.41,female,no,20,56,0
57137,39.52,male,yes,31,76,0
57138,55.99,male,yes,32,34,0
57139,44.6,female,no,23,59,0
57140,72.44,male,no,27,88,0
57141,7.96,male,yes,30,42,1
57142,45.39,male,no,4,74,0
57143,47.81,female,no,12,50,0
57144,16.29,male,no,10,58,0
57145,15.31,female,yes,40,32,0
57146,51.27,male,no,40,40,0
57147,29.61,female,yes,23,47,0
57148,71.09,female,no,34,43,1
57149,72.02,female,no,51,50,1
57150,14.68,male,no,22,51,1
57151,30.76,female,yes,19,54,0
57152,63.73,female,yes,30,70,0
57153,16.67,male,no,29,73,0
57154,40.61,male,no,24,56,0
57155,57.76,male,no,21,44,0
57156,25.24,male,yes,23,68,0
57157,17.07,male,no,8,54,0
57158,17.72,male,no,31,66,0
57159,84.9,female,yes,38,33,1
57160,60.58,female,no,18,57,0
57161,28.65,male,yes,20,73,0
57162,31.75,male,no,28,90,0
57163,37.05,male,no,14,63,0
57164,38.21,female,yes,19,92,0
57165,43.33,female,yes,13,61,0
57166,44.16,female,yes,33,54,0
57167,47.48,female,yes,26,44,0
57168,26.81,male,yes,17,49,0
57169,46.43,female,no,28,57,0
57170,69.7,female,no,29,44,1
57171,23.71,female,yes,38,74,0
57172,39.32,female,no,36,62,0
57173,2.94,female,no,39,37,1
57174,74.44,male,yes,33,40,1
57175,58.68,female,no,37,54,1
57176,52.81,female,yes,19,41,0
57177,75.12,female,yes,0,65,0
57178,56.59,female,no,19,64,0
57179,40.61,male,no,28,51,0
57180,62.27,male,no,12,63,0
57181,38.16,male,no,20,61,0
57182,46.22,female,yes,32,50,0
57183,59.84,male,yes,12,58,0
57184,23.74,female,no,26,56,0
57185,49.88,female,yes,31,45,0
57186,53.64,male,yes,12,34,0
57187,47.6,male,no,16,38,1
57188,69.67,female,yes,37,19,0
57189,48.74,male,yes,36,60,1
57190,45.64,male,no,18,54,0
57191,15.64,male,no,37,60,0
57192,44.87,female,yes,53,36,0
57193,30.99,female,no,21,92,0
57194,10.88,male,no,19,58,0
57195,43.53,male,no,18,64,0
57196,36.38,female,yes,9,64,0
57197,4.16,male,no,30,85,0
57198,16.31,male,no,52,88,0
57199,26.8,male,no,42,49,0
57200,32,male,yes,12,46,0
57201,33.41,female,no,25,63,0
57202,8.63,male,yes,19,72,0
57203,25.26,female,yes,24,87,0
57204,22.14,female,no,34,70,0
57205,16.43,male,yes,23,43,0
57206,32.91,male,yes,44,52,0
57207,44.58,male,no,22,37,1
57208,30.1,male,yes,34,83,0
57209,16.82,female,yes,35,26,1
57210,86.09,male,yes,25,47,1
57211,19.6,female,no,20,37,0
57212,34.81,female,no,47,71,1
57213,1.91,female,no,22,53,0
57214,57.35,female,yes,30,27,1
57215,63.81,female,yes,34,37,0
57216,44.28,male,yes,28,40,0
57217,87,female,yes,26,65,0
57218,29.91,male,no,19,23,1
57219,9.37,female,yes,45,103,0
57220,26.54,male,no,21,34,0
57221,82.23,male,yes,32,82,0
57222,36.08,female,no,35,68,0
57223,58.48,female,no,18,70,0
57224,55.8,male,no,34,71,0
57225,50.39,male,yes,13,45,0
57226,56.27,male,no,44,68,0
57227,19.31,male,no,8,54,0
57228,48.17,female,no,27,68,0
57229,37.18,male,no,35,87,0
57230,60.23,female,yes,42,59,0
57231,19.98,female,no,11,80,0
57232,59.18,male,no,43,53,0
57233,26.29,female,yes,24,82,0
57234,64.14,male,yes,38,33,1
57235,71.85,male,yes,33,73,1
57236,48.32,male,yes,31,32,1
57237,50.87,male,no,10,64,0
57238,68.43,male,yes,38,52,0
57239,70.58,male,no,25,40,1
57240,58.41,female,no,24,83,0
57241,21.79,female,yes,29,67,0
57242,47.94,male,no,30,57,0
57243,58.23,female,yes,35,35,0
57244,33.27,male,no,20,52,0
57245,53.85,male,yes,8,39,0
57246,37.32,female,yes,22,11,1
57247,47.3,female,yes,27,31,0
57248,63.03,male,yes,9,61,0
57249,49.77,male,yes,19,65,0
57250,27.22,male,no,26,47,0
57251,53.09,female,yes,29,57,0
57252,10.89,male,no,30,72,0
57253,43.85,male,yes,35,71,0
57254,56.05,female,no,31,64,0
57255,17.29,female,no,-2,57,0
57256,29.7,male,no,13,63,0
57257,47.11,female,yes,19,60,1
57258,18.19,female,no,35,36,0
57259,24.73,male,yes,52,49,0
57260,30.88,male,yes,37,54,0
57261,57.57,male,yes,13,73,0
57262,39.68,female,no,30,44,1
57263,77.64,female,yes,30,48,1
57264,44.41,female,yes,26,38,0
57265,22.54,male,no,47,71,0
57266,34.46,male,yes,22,61,0
57267,39.78,male,no,16,86,0
57268,46.14,female,no,23,41,1
57269,60.54,female,yes,42,65,1
57270,40.47,female,no,33,93,0
57271,75.39,female,yes,25,40,1
57272,34.93,female,no,17,97,0
57273,24.47,female,no,33,52,0
57274,39.97,female,no,19,48,0
57275,53.91,male,no,40,82,0
57276,56.01,female,no,21,65,0
57277,112.11,male,yes,51,31,1
57278,27.58,female,yes,15,67,0
57279,70.11,male,yes,31,53,1
57280,17.92,female,yes,33,84,0
57281,17.82,male,yes,42,81,0
57282,61.44,male,no,23,51,0
57283,79.11,female,yes,29,55,0
57284,55.67,male,no,18,85,0
57285,21.06,male,no,20,51,0
57286,5.06,male,no,28,21,0
57287,67.06,male,yes,29,65,0
57288,49.11,male,yes,13,54,0
57289,52.19,female,no,20,41,0
57290,7.77,female,yes,15,51,0
57291,61.3,female,no,45,56,0
57292,54.01,male,yes,31,34,1
57293,24.07,female,no,38,58,0
57294,24.4,male,yes,27,74,0
57295,51.52,male,yes,32,80,0
57296,42.31,male,yes,23,59,0
57297,27.43,female,yes,34,18,1
57298,33.08,female,no,32,76,0
57299,34.58,male,no,27,67,0
57300,30.42,male,no,26,89,0
57301,50.58,male,yes,39,71,0
57302,59.01,male,no,29,47,1
57303,40.12,male,no,30,47,1
57304,52.29,female,no,16,77,0
57305,17.14,male,yes,32,48,0
57306,72.09,female,no,31,64,0
57307,69.59,female,yes,35,47,1
57308,50.36,female,no,33,27,1
57309,39.28,female,yes,37,87,0
57310,17.36,male,no,14,38,0
57311,49.89,male,yes,9,76,0
57312,53.4,male,yes,31,62,0
57313,31.28,male,no,34,58,0
57314,18.11,male,no,43,46,0
57315,28.76,male,yes,20,52,1
57316,64.87,male,no,26,43,1
57317,48.74,male,no,25,46,0
57318,98.22,female,yes,54,48,1
57319,47.98,female,no,33,71,0
57320,23.43,female,yes,23,77,0
57321,-24.89,male,no,21,54,0
57322,18.87,male,no,36,56,0
57323,45.12,female,no,31,40,0
57324,45.86,male,yes,30,60,0
57325,55.22,female,no,14,59,0
57326,31.05,male,yes,23,45,1
57327,44.1,female,yes,27,50,0
57328,21.95,female,no,18,52,0
57329,22.96,female,yes,20,43,1
57330,26.38,male,yes,23,44,0
57331,80.39,female,yes,31,81,0
57332,47.6,female,no,16,51,0
57333,56.71,female,no,13,44,0
57334,33.32,female,no,21,79,0
57335,68.96,female,yes,35,33,0
57336,30.69,female,no,29,63,0
57337,90.69,female,yes,27,52,0
57338,74.06,male,no,31,79,0
57339,13.91,male,yes,29,53,0
57340,46.06,male,yes,23,45,1
57341,45.51,female,no,28,49,0
57342,51.22,male,no,26,73,0
57343,44.79,female,yes,31,91,0
57344,42.71,male,yes,15,55,0
57345,40.23,female,no,12,80,0
57346,47.1,female,yes,4,76,0
57347,14.85,male,no,15,34,1
57348,40.21,female,yes,5,73,0
57349,25.83,female,yes,20,49,0
57350,53.48,male,yes,17,71,0
57351,23.98,female,no,15,84,0
57352,26.1,female,yes,24,52,0
57353,46.07,female,yes,28,71,0
57354,51.78,male,yes,29,64,0
57355,68.08,male,yes,33,54,0
57356,49.95,male,no,27,52,0
57357,34.13,female,no,21,67,0
57358,67.14,female,yes,28,65,0
57359,56.69,male,no,15,55,0
57360,2.4,male,no,10,66,0
57361,37.71,male,yes,28,83,0
57362,57.14,female,yes,24,91,0
57363,29.64,male,no,17,32,0
57364,48.14,male,yes,24,47,0
57365,27.33,female,no,18,64,0
57366,37.39,female,no,24,47,0
57367,28.89,female,yes,18,54,1
57368,21.19,female,yes,24,27,0
57369,37.12,female,yes,29,59,0
57370,50.28,male,yes,23,65,0
57371,30.52,male,no,20,100,0
57372,35.98,female,yes,19,87,0
57373,42.89,male,no,32,32,1
57374,41.21,male,no,25,66,0
57375,5.51,male,no,30,75,0
57376,26.23,male,no,12,78,0
57377,35.15,male,yes,31,73,0
57378,41.15,female,no,41,65,0
57379,21.56,male,no,38,51,0
57380,43.71,male,no,35,52,0
57381,47.59,male,yes,22,6,1
57382,17.65,male,yes,20,57,0
57383,71,female,no,36,74,0
57384,21.8,female,no,35,56,1
57385,20.08,female,yes,30,76,0
57386,71.18,female,yes,20,66,0
57387,84.4,male,no,19,73,0
57388,30,male,yes,30,78,0
57389,67.76,male,no,32,42,0
57390,43.21,female,no,27,66,0
57391,52.84,female,yes,23,35,1
57392,58.12,female,yes,25,78,1
57393,45.23,female,yes,23,61,0
57394,31.69,male,no,11,52,0
57395,56.72,male,no,16,50,0
57396,49.66,male,no,39,69,0
57397,56.73,male,no,22,58,0
57398,47.46,male,no,21,69,0
57399,71.2,male,no,21,53,0
57400,36.89,male,yes,27,75,0
57401,37.66,female,no,25,73,0
57402,73.89,female,yes,24,53,0
57403,-2.18,female,yes,37,46,0
57404,13.38,female,no,38,97,0
57405,42.82,male,no,9,32,0
57406,33.66,female,no,26,81,0
57407,52.81,male,no,23,38,1
57408,50.88,female,yes,7,77,0
57409,51.71,male,yes,36,60,0
57410,28.82,female,no,29,48,0
57411,18.12,female,yes,18,84,0
57412,45.15,female,yes,17,61,0
57413,51.55,male,yes,31,36,0
57414,27.64,female,no,28,53,0
57415,32,female,no,22,81,0
57416,43.89,male,yes,31,45,0
57417,55.75,male,no,21,76,0
57418,27.98,male,no,26,45,0
57419,70.73,female,yes,52,64,0
57420,43.03,male,no,12,55,0
57421,51.83,male,yes,26,70,0
57422,57.18,male,no,47,77,0
57423,34.51,female,no,15,73,0
57424,25.95,male,yes,20,69,0
57425,24.78,female,no,36,58,0
57426,28.83,female,yes,27,45,0
57427,31.73,female,yes,45,78,0
57428,59.88,male,yes,35,91,0
57429,64.48,female,no,34,56,0
57430,15.84,female,no,55,78,0
57431,43.89,female,yes,30,60,0
57432,4.71,female,yes,38,81,0
57433,89.06,male,yes,30,73,0
57434,28.78,female,yes,38,43,1
57435,20.27,female,yes,26,54,0
57436,-2.12,female,yes,33,39,1
57437,54.89,female,no,17,26,1
57438,67.46,female,yes,30,78,0
57439,54.22,male,yes,47,77,0
57440,10.65,male,yes,18,65,0
57441,17.76,male,yes,33,76,0
57442,47.31,male,yes,23,57,0
57443,54.54,male,yes,33,80,0
57444,17.7,male,no,13,43,0
57445,46.25,female,yes,35,41,0
57446,34.89,female,yes,33,63,0
57447,23.79,male,yes,12,80,0
57448,30.81,female,no,30,61,0
57449,44.2,female,no,38,59,0
57450,65.19,male,no,28,51,0
57451,64.7,female,yes,29,39,1
57452,18.81,female,yes,29,71,0
57453,8.95,male,yes,18,42,0
57454,26.31,male,yes,27,58,0
57455,41.53,female,yes,32,48,1
57456,56.93,female,yes,35,83,0
57457,52.63,female,yes,18,77,0
57458,56.47,male,no,22,40,1
57459,57.7,male,yes,26,20,0
57460,56,female,no,39,53,1
57461,52.55,female,no,22,67,0
57462,58.31,male,yes,31,83,0
57463,34.98,male,yes,32,72,0
57464,32.61,male,no,23,53,1
57465,18.19,female,yes,13,77,0
57466,43.59,female,no,30,45,1
57467,94.21,male,no,20,31,1
57468,9.7,male,no,38,64,0
57469,30.51,female,yes,16,49,0
57470,37.24,male,yes,13,72,0
57471,39.61,female,no,37,61,0
57472,46.99,female,yes,33,24,1
57473,31.35,male,no,39,18,0
57474,51.96,male,no,32,69,0
57475,51,female,yes,37,73,0
57476,34.65,male,yes,8,70,0
57477,24.15,female,yes,29,52,0
57478,25.86,female,yes,16,57,0
57479,58.07,female,no,31,63,0
57480,48.33,male,yes,-2,72,0
57481,74.21,female,no,33,70,0
57482,49.05,male,no,32,39,1
57483,44.38,female,no,25,62,0
57484,34.21,female,no,32,77,0
57485,58.47,male,no,34,39,1
57486,70.41,male,yes,15,60,0
57487,68.12,male,yes,21,47,0
57488,-6.51,male,yes,23,55,0
57489,22.81,male,yes,31,53,1
57490,62.74,male,no,32,68,0
57491,76.82,female,no,19,75,0
57492,56.32,female,yes,18,63,0
57493,21.8,female,no,35,29,1
57494,69.52,male,no,22,75,0
57495,56.75,male,no,33,45,0
57496,15.58,male,no,16,73,0
57497,49.04,female,no,34,63,0
57498,39.24,male,no,13,43,1
57499,72.21,female,yes,33,59,0
57500,48.72,female,yes,25,54,0
57501,53.99,male,yes,23,35,0
57502,38.09,male,no,35,72,0
57503,34.49,female,yes,19,56,0
57504,13.03,female,yes,27,37,1
57505,29.51,female,yes,26,42,0
57506,66.45,male,yes,29,50,0
57507,31.47,female,yes,25,53,0
57508,66.94,male,no,8,40,0
57509,17.22,male,yes,14,61,0
57510,80.87,male,no,28,52,0
57511,21.42,male,yes,34,71,0
57512,43.41,female,yes,3,53,0
57513,42.47,female,no,27,66,1
57514,29.86,female,no,20,50,0
57515,26.47,male,no,14,25,0
57516,43.38,male,yes,22,34,0
57517,-7.7,female,yes,35,79,0
57518,29.46,male,yes,17,59,0
57519,5.55,female,no,30,68,0
57520,53.53,male,yes,14,37,0
57521,71.12,female,yes,40,53,0
57522,28.17,female,no,23,33,0
57523,60.26,male,no,11,38,1
57524,48.26,male,no,21,42,1
57525,11.17,female,yes,15,72,0
57526,29.12,male,yes,17,50,0
57527,39.28,male,no,16,71,0
57528,66.17,male,no,27,58,0
57529,47.78,female,no,28,28,1
57530,48.98,male,yes,19,74,0
57531,39.08,female,yes,36,31,0
57532,60.83,female,yes,23,40,1
57533,20.79,male,no,28,60,0
57534,65.11,male,yes,32,82,0
57535,11.54,male,yes,21,56,0
57536,44.08,female,no,16,77,0
57537,11.23,female,no,29,54,0
57538,40.7,male,yes,28,78,0
57539,27.83,female,no,12,54,0
57540,32.63,male,no,32,80,0
57541,16.45,female,no,25,41,0
57542,16.66,female,no,13,61,0
57543,2.38,female,no,19,29,0
57544,56.75,male,yes,5,57,0
57545,66.52,female,yes,21,80,0
57546,44.73,male,no,30,92,0
57547,47.13,female,yes,29,47,0
57548,40.18,male,yes,23,63,0
57549,51.31,male,yes,24,70,0
57550,12.13,male,yes,33,53,0
57551,32.42,female,yes,16,56,0
57552,37.33,female,no,39,64,0
57553,73.84,female,yes,35,57,0
57554,64.02,male,no,31,74,0
57555,49.53,male,no,42,36,1
57556,40.28,female,yes,23,78,0
57557,10.72,male,no,18,40,0
57558,100.19,female,yes,27,76,0
57559,34.15,female,yes,49,72,0
57560,-8.29,female,no,34,35,0
57561,36.59,male,no,40,44,0
57562,3.95,female,yes,20,20,0
57563,3.9,female,yes,31,41,0
57564,42.81,female,yes,24,72,0
57565,45.93,male,no,12,80,0
57566,1.35,female,yes,8,66,0
57567,50.28,female,no,40,62,0
57568,51.72,male,yes,28,31,0
57569,13.35,male,no,23,79,0
57570,28.53,male,yes,17,50,0
57571,50.65,male,no,32,79,0
57572,72.63,male,yes,13,36,0
57573,53.11,male,yes,32,66,0
57574,62.72,male,yes,30,50,0
57575,53.03,female,yes,10,60,0
57576,111.04,female,no,26,35,1
57577,16.34,female,yes,22,62,0
57578,67.78,female,yes,24,44,0
57579,23.14,female,no,14,67,0
57580,36.15,male,yes,10,40,0
57581,26.71,female,no,30,62,0
57582,81.17,male,yes,26,12,1
57583,25.17,female,no,23,66,0
57584,34.98,female,yes,12,44,0
57585,58.1,male,yes,24,33,1
57586,59.01,male,no,28,45,0
57587,33.84,male,no,33,23,0
57588,47.77,male,yes,17,36,0
57589,34.38,female,yes,24,72,0
57590,73.44,female,no,21,59,0
57591,52.48,female,no,17,58,0
57592,57.94,female,no,38,60,0
57593,78.23,male,no,12,38,1
57594,8.57,female,no,33,38,0
57595,51.29,female,no,45,55,0
57596,17.57,male,no,32,74,0
57597,48.9,male,no,22,79,0
57598,37.87,male,yes,5,73,0
57599,43.02,male,no,20,41,0
57600,37.32,male,yes,21,83,0
57601,72.55,female,yes,22,34,0
57602,52.74,male,yes,49,47,0
57603,41.92,male,no,16,56,0
57604,60.98,male,no,38,32,1
57605,48.02,female,yes,34,60,0
57606,58.25,male,no,28,51,0
57607,19.36,male,no,25,37,0
57608,22.74,female,yes,25,34,1
57609,0.93,male,yes,24,44,0
57610,69.54,female,no,27,55,0
57611,29.45,male,no,27,78,0
57612,44.18,female,no,19,59,0
57613,62.92,male,yes,39,30,1
57614,51.53,female,yes,18,49,0
57615,25.57,male,yes,27,89,0
57616,40.09,female,no,27,56,0
57617,31.56,male,no,17,44,0
57618,73.09,female,no,6,70,0
57619,52.67,male,yes,26,51,0
57620,41.91,male,yes,26,32,1
57621,73.13,female,yes,32,60,0
57622,57.96,female,no,32,58,0
57623,59.45,female,no,13,63,0
57624,39.24,male,yes,19,65,0
57625,49.39,female,no,38,30,1
57626,38.12,male,yes,16,28,0
57627,18.43,female,no,13,47,0
57628,35.94,female,yes,21,19,0
57629,58.62,female,no,21,43,0
57630,46.07,female,yes,34,78,0
57631,60.06,male,no,33,51,1
57632,52.22,male,yes,25,45,1
57633,42.41,male,no,23,66,1
57634,56.97,male,no,12,88,0
57635,41.63,male,yes,21,68,0
57636,12.98,female,no,28,59,0
57637,15.69,male,yes,22,50,0
57638,53.77,female,yes,36,36,1
57639,54.47,male,yes,28,13,1
57640,20.81,male,no,15,58,0
57641,53.1,male,yes,36,44,1
57642,35.1,male,no,30,61,0
57643,56.59,male,yes,28,71,0
57644,22.86,female,no,52,55,0
57645,29.4,female,no,42,53,0
57646,56.96,male,yes,-1,75,0
57647,57.92,female,yes,22,37,0
57648,12.78,female,no,27,46,0
57649,4.22,male,yes,21,46,0
57650,85.78,female,no,4,75,0
57651,33.8,female,no,36,44,1
57652,73.93,male,no,29,51,1
57653,68.41,female,no,21,49,1
57654,71.47,male,yes,33,48,0
57655,28.43,female,no,26,75,0
57656,60.17,female,yes,41,59,0
57657,28.92,female,no,29,26,0
57658,43.01,female,no,26,44,0
57659,81.13,male,yes,22,51,0
57660,26.8,male,yes,15,61,0
57661,39.3,male,yes,14,89,0
57662,51.61,female,yes,17,81,0
57663,63.83,female,no,32,76,0
57664,65.25,male,no,25,64,0
57665,36.91,male,yes,39,66,0
57666,61.72,male,yes,38,61,0
57667,41.13,male,no,21,74,0
57668,34.63,male,yes,20,81,0
57669,65.37,male,no,24,81,0
57670,13.96,male,no,17,77,0
57671,50.6,female,no,34,72,0
57672,79.72,female,no,29,55,0
57673,22.63,female,no,14,70,0
57674,17.56,female,no,20,49,0
57675,30.27,male,yes,28,88,0
57676,31.43,female,yes,23,63,0
57677,42.69,female,yes,8,54,0
57678,22.31,male,yes,50,26,1
57679,55.38,male,yes,24,65,0
57680,34.48,male,yes,13,76,0
57681,74.57,female,no,19,57,0
57682,40.7,female,no,20,56,0
57683,45.63,female,no,21,51,0
57684,51.69,male,no,27,56,0
57685,64.09,male,no,27,47,0
57686,40.34,male,no,37,38,1
57687,28.84,male,no,15,79,0
57688,37.11,male,yes,24,60,0
57689,63.56,female,no,33,35,1
57690,54.66,male,no,31,58,0
57691,33.64,male,yes,29,44,0
57692,65.7,male,yes,28,48,0
57693,48.74,female,no,22,50,0
57694,20.7,male,no,28,68,0
57695,31.65,female,no,25,72,0
57696,33.1,female,no,41,56,0
57697,18.91,female,no,18,49,1
57698,61.49,male,no,46,54,0
57699,102.57,male,no,22,61,0
57700,18.4,female,no,21,33,1
57701,51.42,male,yes,26,94,0
57702,31.38,female,no,11,93,0
57703,28.17,female,yes,25,70,0
57704,66.44,female,yes,22,48,0
57705,54.89,male,no,19,46,0
57706,52.44,female,no,20,60,0
57707,29.54,female,no,19,94,0
57708,27.18,female,yes,18,71,0
57709,54.33,female,yes,37,72,0
57710,20.81,male,no,26,64,0
57711,78.01,male,no,20,57,0
57712,68.02,female,no,30,38,1
57713,49.78,female,no,15,49,0
57714,55.27,female,yes,15,60,0
57715,53.23,female,yes,18,47,1
57716,13.67,male,no,4,38,0
57717,20.02,female,no,29,70,0
57718,50.09,male,no,44,22,1
57719,23.44,female,yes,13,76,0
57720,60.39,female,yes,39,36,1
57721,57.98,female,no,47,44,1
57722,71.02,male,no,23,78,0
57723,38.73,male,yes,16,77,0
57724,39.95,female,no,30,46,0
57725,36.86,male,yes,5,42,0
57726,56.46,female,yes,27,61,0
57727,48.07,male,no,34,54,0
57728,57.4,male,no,25,54,0
57729,36,female,yes,32,25,1
57730,-1.88,female,no,23,51,0
57731,58.83,male,no,31,67,0
57732,13.06,female,yes,26,94,0
57733,44.81,male,no,9,49,0
57734,40.75,female,no,25,51,0
57735,62.97,female,yes,7,49,0
57736,43.74,male,yes,11,31,1
57737,44.4,female,no,26,60,0
57738,66.35,male,yes,35,30,0
57739,68.97,female,yes,8,49,0
57740,44.76,male,yes,15,66,0
57741,41.4,female,yes,25,65,0
57742,45.15,male,yes,27,34,1
57743,26.75,female,yes,25,74,0
57744,41.29,female,no,23,29,1
57745,38.97,female,no,14,76,0
57746,76.11,male,no,40,68,0
57747,69,female,no,27,59,0
57748,32.65,male,no,28,72,0
57749,97.47,male,yes,14,56,1
57750,91.32,female,no,22,53,0
57751,26.54,male,yes,29,78,0
57752,14.48,female,no,34,38,1
57753,39.91,female,no,27,38,1
57754,16.24,male,no,22,56,0
57755,60.05,male,yes,29,47,1
57756,30.25,female,no,18,67,0
57757,38.69,female,no,25,37,1
57758,50.69,male,no,38,94,0
57759,69.43,female,yes,38,49,0
57760,42.97,female,no,30,45,0
57761,55.89,male,yes,36,30,0
57762,47.98,male,yes,25,55,0
57763,20.73,male,yes,25,48,0
57764,18.16,male,yes,22,45,0
57765,61.12,male,yes,33,41,0
57766,58.56,female,no,22,40,0
57767,54.01,female,yes,26,73,0
57768,103.68,male,no,27,47,0
57769,40.89,male,yes,17,62,0
57770,48.21,female,yes,32,81,0
57771,52.67,male,yes,40,46,1
57772,43.2,female,yes,26,42,0
57773,23.94,female,yes,27,106,0
57774,66.02,female,no,38,67,0
57775,31.14,male,no,34,63,0
57776,61.81,female,yes,36,63,1
57777,35.22,male,no,26,85,0
57778,86.44,female,yes,43,51,0
57779,61.64,male,yes,28,58,0
57780,47.91,female,no,14,74,0
57781,86.04,female,no,18,87,0
57782,1.71,female,yes,47,81,0
57783,33.66,male,no,25,59,0
57784,29.94,male,yes,24,63,0
57785,46.04,female,no,25,52,1
57786,33.7,female,yes,28,50,0
